pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
1g6v	K	NA	0	A	protein	NA	carbonic anhydrase	LYASE/IMMUNE SYSTEM	11/08/00	Complex of the camelid heavy-chain antibody fragment CAB-CA05 with bovine carbonic anhydrase	CAMELUS DROMEDARIUS; BOS TAURUS	camelus dromedarius	NA	bos taurus	Desmyter, A., Decanniere, K., Muyldermans, S., Wyns, L.	3.5	X-RAY DIFFRACTION	0.276	0.21	False	True	IGHV1	NA	NA	7.20e-08	-9.74	SPR	NA	11342547
4zs7	H	L	0	A	protein	NA	interleukin-6	IMMUNE SYSTEM	05/13/15	Structural mimicry of receptor interaction by antagonistic IL-6 antibodies	HOMO SAPIENS; LAMA GLAMA	lama glama	lama glama	homo sapiens	Blanchetot, C., De Jonge, N., Desmyter, A., Ongenae, N., Hofman, E., Klarenbeek, A., Sadi, A., Hultberg, A., Kretz-Rommel, A., Spinelli, S., Loris, R., Cambillau, C., de Haard, H.	2.93	X-RAY DIFFRACTION	0.293	0.261	False	True	IGHV4	IGLV2	Lambda	2.1e-11	-14.567099215178107	SPR	NA	TBD
4odx	H	B	0	X	protein	NA	4e10 epitope scaffold t117	IMMUNE SYSTEM	01/10/14	4E10 germline encoded precursor no.7 in complex with epitope scaffold T117	HOMO SAPIENS; ARTIFICIAL GENE	homo sapiens	homo sapiens	artificial gene	Finton, K.A.K.	3.1	X-RAY DIFFRACTION	0.304	0.28	False	True	IGHV1	IGKV3	Kappa	2.0600000000000003e-09	-11.850005304444045	SPR	NA	TBD
4odx	A	L	0	Y	protein	NA	4e10 epitope scaffold t117	IMMUNE SYSTEM	01/10/14	4E10 germline encoded precursor no.7 in complex with epitope scaffold T117	HOMO SAPIENS; ARTIFICIAL GENE	homo sapiens	homo sapiens	artificial gene	Finton, K.A.K.	3.1	X-RAY DIFFRACTION	0.304	0.28	False	True	IGHV1	IGKV3	Kappa	2.0600000000000003e-09	-11.850005304444045	SPR	NA	TBD
5d1x	B	A	0	E	protein	NA	iron-regulated surface determinant protein b	IMMUNE SYSTEM	08/04/15	IsdB NEAT2 bound by D4-30	HOMO SAPIENS; STAPHYLOCOCCUS AUREUS (STRAIN USA300)	homo sapiens	homo sapiens	staphylococcus aureus (strain usa300)	Deng, X.	3.21	X-RAY DIFFRACTION	0.31	0.269	False	True	unknown	IGKV2	Kappa	2.1e-11	-14.567099215178107	SPR	NA	TBD
5d1x	C	D	0	E	protein	NA	iron-regulated surface determinant protein b	IMMUNE SYSTEM	08/04/15	IsdB NEAT2 bound by D4-30	HOMO SAPIENS; STAPHYLOCOCCUS AUREUS (STRAIN USA300)	homo sapiens	homo sapiens	staphylococcus aureus (strain usa300)	Deng, X.	3.21	X-RAY DIFFRACTION	0.31	0.269	False	True	IGHV3	IGKV3	Kappa	2.1e-11	-14.567099215178107	SPR	NA	TBD
5igx	H	L	0	G	protein	NA	426c.tm1deltav1-3 gp120	IMMUNE SYSTEM	02/28/16	Crystal structure of NIH45-46 Fab germline precursor in complex with 426c.TM1deltaV1-3 gp120	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Scharf, L., Bjorkman, P.J.	3.39	X-RAY DIFFRACTION	0.28600000000000003	0.28	False	True	IGHV1	IGKV3	Kappa	7.110000000000001e-07	-8.387550558127923	SPR	NA	TBD
3qsk	B	NA	0	A	protein	NA	ribonuclease pancreatic	HYDROLASE/IMMUNE SYSTEM	02/21/11	5 Histidine Variant of the anti-RNase A VHH in Complex with RNAse A	CAMELUS DROMEDARIUS; BOS TAURUS	camelus dromedarius	NA	bos taurus	Murtaugh, M.L., Fanning, S.W., Sharma, T.M., Terry, A.M., Horn, J.R.	1.75	X-RAY DIFFRACTION	0.24600000000000002	0.184	False	True	IGHV1	NA	NA	1.00e-07	-9.37	ITC	25	21766385
2p47	B	NA	0	A	protein	NA	ribonuclease pancreatic	HYDROLASE/IMMUNE SYSTEM	03/11/07	Complex of a camelid single-domain vhh antibody fragment with RNASE A at 2.5A resolution: SE5B-TRI crystal form with five se-met sites (L4M, M34, M51, F68M, M83) in vhh scaffold.	CAMELUS DROMEDARIUS; BOS TAURUS	camelus dromedarius	NA	bos taurus	Tereshko, V., Uysal, S., Koide, A., Margalef, K., Koide, S., Kossiakoff, A.A.	2.5	X-RAY DIFFRACTION	0.294	0.23	False	True	IGHV1	NA	NA	1.16e-07	-9.61	Other	30	18445622
2p45	B	NA	0	A	protein	NA	ribonuclease pancreatic	HYDROLASE/IMMUNE SYSTEM	03/11/07	Complex of a camelid single-domain vhh antibody fragment with RNASE A at 1.1A resolution: SE5B-ORTHO-1 crystal form with five se-met sites (L4M, M34, M51, F68M, M83) in vhh scaffold.	CAMELUS DROMEDARIUS; BOS TAURUS	camelus dromedarius	NA	bos taurus	Tereshko, V., Uysal, S., Koide, A., Margalef, K., Koide, S., Kossiakoff, A.A.	1.1	X-RAY DIFFRACTION	0.195	0.17300000000000001	False	True	IGHV1	NA	NA	1.16e-07	-9.61	Other	30	18445622
2p42	D	NA	0	C	protein	NA	ribonuclease pancreatic	HYDROLASE/IMMUNE SYSTEM	03/11/07	Complex of a camelid single-domain vhh antibody fragment with RNASE A at 1.8A resolution: SE3-mono-2 crystal form with three se-met sites (M34, M51, M83) in vhh scaffold	CAMELUS DROMEDARIUS; BOS TAURUS	camelus dromedarius	NA	bos taurus	Tereshko, V., Uysal, S., Koide, A., Margalef, K., Koide, S., Kossiakoff, A.A.	1.8	X-RAY DIFFRACTION	0.215	0.171	False	True	IGHV1	NA	NA	2.2999999999999998e-08	-10.59	Other	30	18445622
2p42	B	NA	0	A	protein	NA	ribonuclease pancreatic	HYDROLASE/IMMUNE SYSTEM	03/11/07	Complex of a camelid single-domain vhh antibody fragment with RNASE A at 1.8A resolution: SE3-mono-2 crystal form with three se-met sites (M34, M51, M83) in vhh scaffold	CAMELUS DROMEDARIUS; BOS TAURUS	camelus dromedarius	NA	bos taurus	Tereshko, V., Uysal, S., Koide, A., Margalef, K., Koide, S., Kossiakoff, A.A.	1.8	X-RAY DIFFRACTION	0.215	0.171	False	True	IGHV1	NA	NA	2.30e-08	-10.59	Other	30	18445622
2p43	B	NA	0	A	protein	NA	ribonuclease pancreatic	HYDROLASE/IMMUNE SYSTEM	03/11/07	Complex of a camelid single-domain vhh antibody fragment with RNASE A at 1.65A resolution: SE3-mono-1 crystal form with three se-met sites (M34, M51, M83) in vhh scaffold	CAMELUS DROMEDARIUS; BOS TAURUS	camelus dromedarius	NA	bos taurus	Tereshko, V., Uysal, S., Koide, A., Margalef, K., Koide, S., Kossiakoff, A.A.	1.65	X-RAY DIFFRACTION	0.20199999999999999	0.158	False	True	IGHV1	NA	NA	2.30e-08	-10.59	Other	30	18445622
2p48	B	NA	0	A	protein	NA	ribonuclease pancreatic	HYDROLASE/IMMUNE SYSTEM	03/11/07	Complex of a camelid single-domain vhh antibody fragment with RNASE A at 2.3A resolution: SE5B-tetra crystal form with five se-met sites (L4M, M34, M51, F68M, M83) in vhh scaffold.	CAMELUS DROMEDARIUS; BOS TAURUS	camelus dromedarius	NA	bos taurus	Tereshko, V., Uysal, S., Koide, A., Margalef, K., Koide, S., Kossiakoff, A.A.	2.3	X-RAY DIFFRACTION	0.297	0.24100000000000002	False	True	IGHV1	NA	NA	1.16e-07	-9.61	Other	30	18445622
2p49	B	NA	0	A	protein	NA	ribonuclease pancreatic	HYDROLASE/IMMUNE SYSTEM	03/11/07	Complex of a camelid single-domain vhh antibody fragment with RNASE A at 1.4A resolution: native mono_1 crystal form	CAMELUS DROMEDARIUS; BOS TAURUS	camelus dromedarius	NA	bos taurus	Tereshko, V., Uysal, S., Margalef, K., Koide, A., Kossiakoff, A.A., Koide, S.	1.38	X-RAY DIFFRACTION	0.185	0.156	False	True	IGHV1	NA	NA	2.30e-08	-10.59	Other	30	17888451
6bit	J	L	0	G	protein	NA	tyrosine-protein phosphatase non-receptor type substrate 1	IMMUNE SYSTEM	11/03/17	SIRPalpha antibody complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Ring, N.G., Herndler-Brandstetter, D., Weiskopf, K., Shan, L., Volkmer, J.P., George, B.M., Lietzenmayer, M., McKenna, K.M., Naik, T.J., McCarty, A., Zheng, Y., Ring, A.M., Flavell, R.A., Weissman, I.L.	2.191	X-RAY DIFFRACTION	0.24	0.21	False	False	IGHV14	IGKV4	Kappa	2.6e-09	-11.712071867460315	SPR	NA	TBD
6bit	I	K	0	H	protein	NA	tyrosine-protein phosphatase non-receptor type substrate 1	IMMUNE SYSTEM	11/03/17	SIRPalpha antibody complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Ring, N.G., Herndler-Brandstetter, D., Weiskopf, K., Shan, L., Volkmer, J.P., George, B.M., Lietzenmayer, M., McKenna, K.M., Naik, T.J., McCarty, A., Zheng, Y., Ring, A.M., Flavell, R.A., Weissman, I.L.	2.191	X-RAY DIFFRACTION	0.24	0.21	False	False	IGHV14	IGKV4	Kappa	2.6e-09	-11.712071867460315	SPR	NA	TBD
5d72	M	N	0	B	protein	NA	granulocyte-macrophage colony-stimulating factor	IMMUNE SYSTEM	08/13/15	Crystal structure of MOR04252, a neutralizing anti-human GM-CSF antibody Fab fragment in complex with human GM-CSF	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eylenstein, R., Weinfurtner, D., Steidl, S., Boettcher, J., Augustin, M.	2.6	X-RAY DIFFRACTION	0.266	0.232	False	True	IGHV3	IGLV3	Lambda	6e-12	-15.309340828919966	Unknown	NA	TBD
5d72	H	L	0	A	protein	NA	granulocyte-macrophage colony-stimulating factor	IMMUNE SYSTEM	08/13/15	Crystal structure of MOR04252, a neutralizing anti-human GM-CSF antibody Fab fragment in complex with human GM-CSF	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eylenstein, R., Weinfurtner, D., Steidl, S., Boettcher, J., Augustin, M.	2.6	X-RAY DIFFRACTION	0.266	0.232	False	True	IGHV3	IGLV3	Lambda	6e-12	-15.309340828919966	Unknown	NA	TBD
5d70	H	L	0	A	protein	NA	granulocyte-macrophage colony-stimulating factor	IMMUNE SYSTEM	08/13/15	Crystal structure of MOR03929, a neutralizing anti-human GM-CSF antibody Fab fragment in complex with human GM-CSF	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eylenstein, R., Weinfurtner, D., Steidl, S., Boettcher, J., Augustin, M.	2.06	X-RAY DIFFRACTION	0.222	0.19	False	True	IGHV3	IGLV3	Lambda	2e-09	-11.867518412372508	Unknown	NA	TBD
5d71	H	L	0	A	protein	NA	granulocyte-macrophage colony-stimulating factor	IMMUNE SYSTEM	08/13/15	Crystal structure of MOR04302, a neutralizing anti-human GM-CSF antibody Fab fragment in complex with human GM-CSF	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eylenstein, R., Weinfurtner, D., Steidl, S., Boettcher, J., Augustin, M.	2.25	X-RAY DIFFRACTION	0.21899999999999997	0.18	False	True	IGHV3	IGLV3	Lambda	6.5e-11	-13.897672741510132	Unknown	NA	TBD
2p4a	B	NA	0	A	protein	NA	ribonuclease pancreatic	HYDROLASE/IMMUNE SYSTEM	03/11/07	X-ray structure of a camelid affinity matured single-domain vhh antibody fragment in complex with RNASE A	CAMELUS DROMEDARIUS; BOS TAURUS	camelus dromedarius	NA	bos taurus	Tereshko, V., Koide, A., Uysal, S., Koide, S.	1.9	X-RAY DIFFRACTION	0.218	0.184	False	True	IGHV1	NA	NA	1.8e-10	-13.51	Other	30	17888451
2p4a	D	NA	0	C	protein	NA	ribonuclease pancreatic	HYDROLASE/IMMUNE SYSTEM	03/11/07	X-ray structure of a camelid affinity matured single-domain vhh antibody fragment in complex with RNASE A	CAMELUS DROMEDARIUS; BOS TAURUS	camelus dromedarius	NA	bos taurus	Tereshko, V., Koide, A., Uysal, S., Koide, S.	1.9	X-RAY DIFFRACTION	0.218	0.184	False	True	IGHV1	NA	NA	1.80e-10	-13.51	Other	30	17888451
3b2u	F	G	0	E	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.29100000000000004	0.227	False	True	IGHV4	IGKV3	Kappa	1e-09	-12.27	SPR	25	18275813
3b2u	T	U	0	S	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.29100000000000004	0.227	False	True	IGHV4	IGKV3	Kappa	1e-09	-12.27	SPR	25	18275813
3b2u	Q	R	0	P	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.29100000000000004	0.227	False	True	IGHV4	IGKV3	Kappa	1e-09	-12.27	SPR	25	18275813
3b2u	N	O	0	M	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.29100000000000004	0.227	False	True	IGHV4	IGKV3	Kappa	1e-09	-12.27	SPR	25	18275813
3b2u	H	L	0	A	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.29100000000000004	0.227	False	True	IGHV4	IGKV3	Kappa	1e-09	-12.27	SPR	25	18275813
3b2u	C	D	0	B	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.29100000000000004	0.227	False	True	IGHV4	IGKV3	Kappa	1e-09	-12.27	SPR	25	18275813
3b2u	J	K	0	I	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.29100000000000004	0.227	False	True	IGHV4	IGKV3	Kappa	1e-09	-12.27	SPR	25	18275813
3b2u	W	X	0	V	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.29100000000000004	0.227	False	True	IGHV4	IGKV3	Kappa	1.00e-09	-12.27	SPR	25	18275813
3b2v	H	L	0	A	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	3.3	X-RAY DIFFRACTION	0.36700000000000005	0.282	False	True	IGHV4	IGKV3	Kappa	3.30e-09	-11.56	SPR	25	18275813
5o05	D	NA	0	A	protein	NA	capsid protein	VIRAL PROTEIN	05/16/17	GII.10 Vietnam 026 norovirus protruding domain in complex with Nanobody Nano-42	VICUGNA PACOS; NORWALK VIRUS	vicugna pacos	NA	norwalk virus	Koromyslova, A.D., Hansman, G.S.	2.0	X-RAY DIFFRACTION	0.222	0.18	False	True	IGHV1	NA	NA	8.100000000000001e-10	-12.403045576779583	ITC	NA	TBD
5o05	C	NA	0	B	protein	NA	capsid protein	VIRAL PROTEIN	05/16/17	GII.10 Vietnam 026 norovirus protruding domain in complex with Nanobody Nano-42	VICUGNA PACOS; NORWALK VIRUS	vicugna pacos	NA	norwalk virus	Koromyslova, A.D., Hansman, G.S.	2.0	X-RAY DIFFRACTION	0.222	0.18	False	True	IGHV1	NA	NA	8.100000000000001e-10	-12.403045576779583	ITC	NA	TBD
5o03	C	NA	0	A	protein	NA	capsid protein	VIRAL PROTEIN	05/16/17	GII.10 Vietnam 026 protruding domain in complex with Nanobody Nano-32	NORWALK VIRUS; NOROVIRUS	norovirus	NA	norwalk virus	Koromyslova, A.D., Hansman, G.H.	2.194	X-RAY DIFFRACTION	0.193	0.172	False	True	IGHV1	NA	NA	6.000000000000001e-08	-9.85236447127895	ITC	NA	TBD
5o03	D	NA	0	B	protein	NA	capsid protein	VIRAL PROTEIN	05/16/17	GII.10 Vietnam 026 protruding domain in complex with Nanobody Nano-32	NORWALK VIRUS; NOROVIRUS	norovirus	NA	norwalk virus	Koromyslova, A.D., Hansman, G.H.	2.194	X-RAY DIFFRACTION	0.193	0.172	False	True	IGHV1	NA	NA	6.000000000000001e-08	-9.85236447127895	ITC	NA	TBD
4nm8	H	L	0	B | A	protein | protein	NA | NA	hemagglutinin ha2 chain | hemagglutinin ha1 chain	viral protein/immune system	11/14/13	Crystal structure of broadly neutralizing antibody CR8043 bound to H3 influenza hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Lee, P.S., Wilson, I.A.	4.0041	X-RAY DIFFRACTION	0.292	0.24	False	True	IGHV1	IGKV4	Kappa	2.5e-09	-11.735309499921595	BLI	NA	TBD
4nm8	J	N	0	F | E	protein | protein	NA | NA	hemagglutinin ha2 chain | hemagglutinin ha1 chain	viral protein/immune system	11/14/13	Crystal structure of broadly neutralizing antibody CR8043 bound to H3 influenza hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Lee, P.S., Wilson, I.A.	4.0041	X-RAY DIFFRACTION	0.292	0.24	False	True	IGHV1	IGKV4	Kappa	2.5e-09	-11.735309499921595	BLI	NA	TBD
4nm8	I	M	0	D | C	protein | protein	NA | NA	hemagglutinin ha2 chain | hemagglutinin ha1 chain	viral protein/immune system	11/14/13	Crystal structure of broadly neutralizing antibody CR8043 bound to H3 influenza hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Lee, P.S., Wilson, I.A.	4.0041	X-RAY DIFFRACTION	0.292	0.24	False	True	IGHV1	IGKV4	Kappa	2.5e-09	-11.735309499921595	BLI	NA	TBD
5kvf	H	L	0	E	protein	NA	zika envelope diii	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/16	Zika specific antibody, ZV-64, bound to ZIKA envelope DIII	ZIKA VIRUS; MUS MUSCULUS	mus musculus	mus musculus	zika virus	Zhao, H., Nelson, C.A., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)	1.4	X-RAY DIFFRACTION	0.187	0.154	False	False	IGHV1	IGKV8	Kappa	3.2e-08	-10.224804843093384	SPR	NA	TBD
5kvg	H	L	0	E	protein	NA	zika envelope diii	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/16	Zika specific antibody, ZV-67, bound to ZIKA envelope DIII	ZIKA VIRUS; MUS MUSCULUS	mus musculus	mus musculus	zika virus	Zhao, H., Nelson, C.A., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)	1.4	X-RAY DIFFRACTION	0.179	0.14800000000000002	False	False	IGHV1	IGKV6	Kappa	8.800000000000001e-09	-10.989691901661018	SPR	NA	TBD
5kvd	H	L	0	E	protein	NA	zika envelope diii	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/16	Zika specific antibody, ZV-2, bound to ZIKA envelope DIII	ZIKA VIRUS; MUS MUSCULUS	mus musculus	mus musculus	zika virus	Zhao, H., Nelson, C.A., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)	1.65	X-RAY DIFFRACTION	0.221	0.19	False	False	IGHV1	IGKV8	Kappa	2.66e-07	-8.97006636439889	SPR	NA	TBD
5y80	B	NA	0	A	protein	NA	cyclin-g-associated kinase	TRANSFERASE/IMMUNE SYSTEM	08/18/17	Complex structure of cyclin G-associated kinase with gefitinib	HOMO SAPIENS; LAMA GLAMA	lama glama	NA	homo sapiens	Ohbayashi, N., Murayama, K., Kato-Murayama, M., Shirouzu, M.	2.5	X-RAY DIFFRACTION	0.282	0.23	False	True	IGHV3	NA	NA	1.6200000000000002e-09	-11.9923671844598	Unknown	NA	TBD
5w0k	H	L	0	A	protein	NA	envelope glycoprotein h	VIRAL PROTEIN/Immune system	05/31/17	Crystal structure of EBV gHgL/CL40/gp42 N-domain	HUMAN HERPESVIRUS 4 (STRAIN B95-8); MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	human herpesvirus 4 (strain b95-8)	Sathiyamoorthy, K., Jardetzky, T.S.	3.1	X-RAY DIFFRACTION	0.299	0.242	False	True	IGHV1	IGKV6	Kappa	6.880000000000001e-08	-9.771277639060873	SPR	NA	TBD
5w0k	E	F	0	C	protein	NA	envelope glycoprotein h	VIRAL PROTEIN/Immune system	05/31/17	Crystal structure of EBV gHgL/CL40/gp42 N-domain	HUMAN HERPESVIRUS 4 (STRAIN B95-8); MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	human herpesvirus 4 (strain b95-8)	Sathiyamoorthy, K., Jardetzky, T.S.	3.1	X-RAY DIFFRACTION	0.299	0.242	False	True	IGHV1	IGKV6	Kappa	6.880000000000001e-08	-9.771277639060873	SPR	NA	TBD
5w06	H	L	0	T	protein	NA	tissue factor	IMMUNE SYSTEM	05/30/17	HUMAN TISSUE FACTOR IN COMPLEX WITH ANTIBODY M1587	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Teplyakov, A., Obmolova, G., Malia, T.J., Gilliland, G.L.	2.6	X-RAY DIFFRACTION	0.235	0.18600000000000003	False	True	IGHV5	IGKV2	Kappa	1.4000000000000003e-10	-13.443086585131377	SPR	NA	TBD
4krl	B	NA	0	A	protein	NA	epidermal growth factor receptor	TRANSFERASE/IMMUNE SYSTEM	05/16/13	Nanobody/VHH domain 7D12 in complex with domain III of the extracellular region of EGFR, pH 6.0	LAMA GLAMA; HOMO SAPIENS	lama glama	NA	homo sapiens	Ferguson, K.M., Schmitz, K.R.	2.8489999999999998	X-RAY DIFFRACTION	0.268	0.213	False	True	IGHV1	NA	NA	4.7000000000000004e-08	-9.997047185087938	TBD	SPR	NA
4kro	B	NA	0	A	protein	NA	epidermal growth factor receptor	TRANSFERASE/IMMUNE SYSTEM	05/16/13	Nanobody/VHH domain EgA1 in complex with the extracellular region of EGFR	MUS MUSCULUS, HOMO SAPIENS; HOMO SAPIENS; LAMA GLAMA	lama glama	NA	homo sapiens	Ferguson, K.M., Schmitz, K.R.	3.054	X-RAY DIFFRACTION	0.28	0.221	False	True	IGHV1	NA	NA	2.7600000000000004e-07	-8.948201016697006	TBD	SPR	NA
4kro	D	C	0	A	protein	NA	epidermal growth factor receptor	TRANSFERASE/IMMUNE SYSTEM	05/16/13	Nanobody/VHH domain EgA1 in complex with the extracellular region of EGFR	MUS MUSCULUS, HOMO SAPIENS; HOMO SAPIENS; LAMA GLAMA	mus musculus, homo sapiens	mus musculus, homo sapiens	homo sapiens	Ferguson, K.M., Schmitz, K.R.	3.054	X-RAY DIFFRACTION	0.28	0.221	False	True	IGHV2	IGKV5	Kappa	2.7600000000000004e-07	-8.948201016697006	TBD	SPR	NA
4krp	B	NA	0	A	protein	NA	epidermal growth factor receptor	TRANSFERASE/IMMUNE SYSTEM	05/16/13	Nanobody/VHH domain 9G8 in complex with the extracellular region of EGFR	HOMO SAPIENS; LAMA GLAMA; MUS MUSCULUS, HOMO SAPIENS	lama glama	NA	homo sapiens	Ferguson, K.M., Schmitz, K.R.	2.823	X-RAY DIFFRACTION	0.263	0.215	False	True	IGHV1	NA	NA	1.66e-07	-9.249427467731744	TBD	SPR	NA
4krp	D	C	0	A	protein	NA	epidermal growth factor receptor	TRANSFERASE/IMMUNE SYSTEM	05/16/13	Nanobody/VHH domain 9G8 in complex with the extracellular region of EGFR	HOMO SAPIENS; LAMA GLAMA; MUS MUSCULUS, HOMO SAPIENS	mus musculus, homo sapiens	mus musculus, homo sapiens	homo sapiens	Ferguson, K.M., Schmitz, K.R.	2.823	X-RAY DIFFRACTION	0.263	0.215	False	True	IGHV2	IGKV5	Kappa	1.66e-07	-9.249427467731744	TBD	SPR	NA
2r0k	H	L	0	A	protein	NA	hepatocyte growth factor activator	HYDROLASE, IMMUNE SYSTEM	08/20/07	Protease domain of HGFA with inhibitor Fab58	HOMO SAPIENS	NA	NA	homo sapiens	Eigenbrot, C., Shia, S.	3.51	X-RAY DIFFRACTION	0.312	0.251	False	True	IGHV3	IGKV1	Kappa	6.00e-10	-12.57	SPR	25	18077410
2r0l	H	L	0	A	protein	NA	hepatocyte growth factor activator	HYDROLASE, IMMUNE SYSTEM	08/20/07	Short Form HGFA with Inhibitory Fab75	HOMO SAPIENS; HOMO SAPIENS, SYNTHETIC CONSTRUCT; SYNTHETIC CONSTRUCT	NA	NA	homo sapiens	Eigenbrot, C., Shia, S.	2.2	X-RAY DIFFRACTION	0.248	0.193	False	True	IGHV3	IGKV1	Kappa	1.46e-08	-10.68	SPR	25	18077410
6bkd	H	L	0	E	protein	NA	polyprotein	IMMUNE SYSTEM	11/08/17	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 6a bound to broadly neutralizing antibody AR3D	RECOMBINANT HEPATITIS C VIRUS HK6A/JFH-1; HOMO SAPIENS	homo sapiens	homo sapiens	recombinant hepatitis c virus hk6a/jfh-1	Tzarum, N., Wilson, I.A., Law, M.	3.25	X-RAY DIFFRACTION	0.28600000000000003	0.268	False	True	IGHV1	IGKV3	Kappa	1.13e-07	-9.477296673074429	BLI	NA	TBD
6bkc	H	L	0	E	protein	NA	polyprotein	IMMUNE SYSTEM	11/08/17	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 6a bound to broadly neutralizing antibody AR3B	HOMO SAPIENS; RECOMBINANT HEPATITIS C VIRUS HK6A/JFH-1	homo sapiens	homo sapiens	recombinant hepatitis c virus hk6a/jfh-1	Tzarum, N., Wilson, I.A., Law, M.	2.6	X-RAY DIFFRACTION	0.276	0.231	False	True	IGHV1	IGKV3	Kappa	8.000000000000001e-10	-12.410405717143199	BLI	NA	TBD
